trat;bloc;rep;viab;alt;diam;nfol;afol;pff;pfc;pfr;psf;psc;psr
Plantmax;1; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 2;1;9.5;2.42;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 3;1;17.5;4.1;8;167.912;2.58;2.58;4.44;0.84;0.82;1.13
Plantmax;1; 4;1;19;6.09;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 5;1;21;8.48;10;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 6;1;21;5.72;13;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;1; 8;1;8;1.68;7;67.348;0.8;0.46;1.08;0.26;0.1;0.2
Plantmax;1; 9;1;15;4.26;9;193.47;3.22;2.66;4;1.13;0.75;1.02
Plantmax;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;11;1;13.5;5.98;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;12;1;9.5;3.6;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;13;1;19;3.55;10;142.309;2.55;2.29;1.93;0.8;0.63;0.46
Plantmax;1;14;1;19;4.8;10;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;15;1;25;4.75;11;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;16;1;20;5.43;11;122.742;1.12;2.45;1.83;0.43;0.78;0.52
Plantmax;1;17;1;18;3.95;10;NA;NA;NA;NA;NA;NA;NA
Plantmax;1;18;1;19;4.22;11;151.362;0.58;1.95;1.4;0.28;0.65;0.44
Plantmax;1;19;1;17.5;4.52;10;70.824;0.58;1.95;1.4;0.47;0.43;0.27
Plantmax;1;20;1;18;4.66;6;NA;NA;NA;NA;NA;NA;NA
Plantmax;2; 1;1;17;3.75;10;147.392;2.37;2.45;1.91;0.78;0.69;0.4
Plantmax;2; 2;1;26;6.71;15;NA;NA;NA;NA;NA;NA;NA
Plantmax;2; 3;1;18;4.55;9;291.943;4.18;3.22;2.83;1.47;1.06;0.81
Plantmax;2; 4;1;21;5.14;11;326.51;4.13;4.12;3.6;1.52;1.37;1.02
Plantmax;2; 5;1;13;3.93;8;184.849;0.71;1.18;1.76;0.55;0.33;0.27
Plantmax;2; 6;1;22;4.53;11;332.356;2.78;3.3;3;0.91;1.01;0.75
Plantmax;2; 7;1;20;6.54;12;NA;NA;NA;NA;NA;NA;NA
Plantmax;2; 8;1;14;4.96;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;2; 9;1;13;3.57;8;245.158;2.48;2.43;1.93;0.8;0.76;0.55
Plantmax;2;10;1;17;3.67;9;235.034;2.89;2.24;1.92;0.94;0.6;0.46
Plantmax;2;11;1;17;4.49;9;254.762;4;2.03;3.33;1.36;0.63;0.85
Plantmax;2;12;1;18;4.62;8;289.851;3.48;4.04;3.12;1.35;1.38;0.84
Plantmax;2;13;1;20;5.85;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;2;14;1;14;4.09;6;359.864;2.4;2.55;4.05;0.82;0.8;0.98
Plantmax;2;15;1;21;5.43;11;384.264;5.12;5.15;4.92;1.83;1.6;1.11
Plantmax;2;16;1;18;5.38;10;386.399;4.24;4.56;4.91;1.33;1.36;1.14
Plantmax;2;17;1;14;4.11;8;208.072;2.49;2.68;2.23;0.87;0.85;0.5
Plantmax;2;18;1;8;2.54;6;148.247;1.14;0.98;0.84;0.31;0.19;0.21
Plantmax;2;19;1;17;5.75;10;NA;NA;NA;NA;NA;NA;NA
Plantmax;2;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;3; 1;1;14;5.71;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;3; 2;1;6;2.54;7;166.38;1.04;0.52;1.56;0.39;0.17;0.48
Plantmax;3; 3;1;6;3.22;6;63.068;0.84;0.65;0.68;0.32;0.25;0.21
Plantmax;3; 4;1;3;2.49;6;61.873;0.8;0.54;0.54;0.28;0.13;0.17
Plantmax;3; 5;1;9;3.72;7;175.204;1.43;1.52;2.03;0.52;0.47;0.61
Plantmax;3; 6;1;7;2.3;6;NA;NA;NA;NA;NA;NA;NA
Plantmax;3; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;3; 8;1;8;4.13;7;245.715;1.94;1.75;2.74;0.68;0.57;0.74
Plantmax;3; 9;1;8;3.52;7;162.84;1.54;0.92;3.06;0.55;0.33;0.98
Plantmax;3;10;1;4;2.39;3;62.48;0.73;0.5;0.96;0.27;0.15;0.33
Plantmax;3;11;1;14;5.7;11;NA;NA;NA;NA;NA;NA;NA
Plantmax;3;12;1;9;3.09;8;242.624;1.59;1.38;2.41;0.64;0.49;0.74
Plantmax;3;13;1;14;5.77;6;455.52;2.67;3.08;3.28;0.91;1.02;2.17
Plantmax;3;14;1;6;2.53;6;38.709;0.48;0.29;0.16;0.16;0.1;0.05
Plantmax;3;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;3;16;1;9;2.76;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;3;17;1;7;3.07;7;NA;NA;NA;NA;NA;NA;NA
Plantmax;3;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;3;19;1;13;3.19;8;108.93;1.61;1.4;0.91;0.52;0.47;0.35
Plantmax;3;20;1;17;5.82;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 2;1;17;3.65;10;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 3;1;11;3.77;10;104.832;2.52;1.41;2.64;0.75;0.42;0.66
Plantmax;4; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 5;1;11;5.08;4;23.952;1.73;1.21;0.39;0.43;0.24;0.09
Plantmax;4; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 7;1;7;2.35;7;99.546;1.15;0.84;1.08;0.32;0.18;0.24
Plantmax;4; 8;1;5;2.74;7;NA;NA;NA;NA;NA;NA;NA
Plantmax;4; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;10;1;7;2.45;6;83.798;1.19;0.81;1.32;0.35;0.19;0.28
Plantmax;4;11;1;9;2.17;5;NA;1.57;0.76;0.69;0.52;0.18;0.16
Plantmax;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;13;1;12;3.52;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;14;1;17;5.86;7;123.756;3.55;4.66;4.78;1.32;1.58;1.27
Plantmax;4;15;1;15;4.72;10;137;4.44;4.22;4;1.43;1.17;0.83
Plantmax;4;16;1;6;2.88;5;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;17;1;9;3.05;6;155.402;1.88;1.49;2.82;1.88;0.42;0.58
Plantmax;4;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;19;1;18;4.61;7;NA;NA;NA;NA;NA;NA;NA
Plantmax;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;5; 1;1;8;3.77;7;152.01;1.86;1.34;3.99;0.82;0.46;1.04
Plantmax;5; 2;1;10;2.32;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;5; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;5; 4;1;7;3.04;5;107.47;1.24;0.78;2.28;0.47;0.26;0.61
Plantmax;5; 5;1;6;3.39;7;77.661;1.21;1;1.1;0.41;0.22;0.26
Plantmax;5; 6;1;8;3.65;7;143.5;1.94;0.91;4.43;0.63;0.28;1.01
Plantmax;5; 7;1;8;2.7;6;74.352;1.43;1;2.31;0.43;0.31;0.6
Plantmax;5; 8;1;9;3.3;7;NA;NA;NA;NA;NA;NA;NA
Plantmax;5; 9;1;8;2.4;6;72.902;1.19;0.52;0.942;0.35;0.16;0.2
Plantmax;5;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;5;11;1;13;4.73;9;NA;NA;NA;NA;NA;NA;NA
Plantmax;5;12;1;7;2.5;6;71.235;1.05;0.6;2.38;0.35;0.16;0.55
Plantmax;5;13;1;7;2.73;8;36.606;1.07;0.82;1.33;0.4;0.26;0.28
Plantmax;5;14;1;9;2.99;7;51.379;1.4;1.3;2.06;0.6;0.37;0.46
Plantmax;5;15;1;10;3.12;8;74.54;1.66;1.19;1.89;0.6;0.38;0.48
Plantmax;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;5;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Plantmax;5;18;1;10;3.11;8;NA;NA;NA;NA;NA;NA;NA
Plantmax;5;19;1;8;NA;4;82.277;0.69;1;2.3;0.28;0.34;0.56
Plantmax;5;20;1;6;2.63;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 4;1;13;5.37;9;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 5;1;16;6.25;8;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 7;1;15.5;5.36;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1; 8;1;20.5;6.49;10;153.942;4.84;5.7;0.8;1.63;1.92;0.32
Vermiculita;1; 9;1;13;4.64;9;8.016;3.6;2.6;4.46;1.53;0.93;1.39
Vermiculita;1;10;1;12;3.17;9;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;11;1;11;3.02;8;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;12;1;21;6.83;9;198.47;4.58;6.44;4.49;1.88;2.28;1.47
Vermiculita;1;13;1;14;3.52;7;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;14;1;17;5.42;5;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;15;1;12;4.72;14;113.582;3.38;3.03;2.44;1.14;0.8;0.62
Vermiculita;1;16;1;16;4.88;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;17;1;14;6.87;8;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;18;1;11;4.78;10;143.057;4.84;5.7;0.8;1.92;1.86;0.28
Vermiculita;1;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;1;20;1;15;6.27;7;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2; 1;1;9;3.7;10;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2; 2;1;21;5.14;10;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2; 3;1;17;4.87;9;356.36;3.64;2.54;3.25;1.44;0.9;1.15
Vermiculita;2; 4;1;13;3.11;8;333.28;0.76;1.01;0.59;0.4;0.21;0.2
Vermiculita;2; 5;1;16;4.46;7;133.388;1.87;2.73;2.12;0.86;1.02;0.81
Vermiculita;2; 6;1;18;3.85;10;223.301;2.04;2.13;1.74;0.73;0.72;0.65
Vermiculita;2; 7;1;14;4.15;7;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2; 8;1;21;7.02;7;238.276;4.17;5.42;5.51;1.43;1.88;1.76
Vermiculita;2; 9;1;22;6.27;10;182.743;5.91;5.31;5.88;2.49;2.27;1.9
Vermiculita;2;10;1;13;2.16;7;110.39;1.57;0.83;0.38;0.36;0.26;0.18
Vermiculita;2;11;1;19;5.67;13;181.437;1.07;2.76;1.04;0.56;0.52;0.3
Vermiculita;2;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2;13;1;14;4.72;9;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2;14;1;12;4.12;7;140.396;1.98;1.27;1.89;0.78;0.8;0.64
Vermiculita;2;15;1;15;3.5;9;NA;NA;NA;NA;NA;NA;NA
Vermiculita;2;16;1;15;4.68;8;112.342;2.8;2.76;2.03;1.03;1.07;0.8
Vermiculita;2;17;1;13;6.17;8;160.771;2.38;3.34;2.52;1.07;1.18;0.83
Vermiculita;2;18;1;17;6.06;10;243.057;4.32;4.25;2.9;1.51;1.43;0.92
Vermiculita;2;19;1;13;6.36;9;221.608;3.42;3.3;3.29;1.5;1.4;0.85
Vermiculita;2;20;1;13;4.65;10;251.829;3.6;2.45;5.9;1.56;1.12;1.79
Vermiculita;3; 1;1;2;2.36;5;44.732;0.45;0.22;0.15;0.14;0.42;0.46
Vermiculita;3; 2;1;6;2.86;5;86.643;1.08;0.53;1.13;0.38;0.17;0.37
Vermiculita;3; 3;1;6;2.7;7;97.508;1.23;0.6;0.8;0.54;0.22;0.34
Vermiculita;3; 4;1;4;2.91;7;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3; 5;1;5;2.58;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3; 7;1;4;1.8;4;32.026;0.46;0.28;0.32;0.1;0.14;0.18
Vermiculita;3; 8;1;5;2.75;5;78.784;0.89;0.52;1.32;0.34;0.16;0.46
Vermiculita;3; 9;1;8;3.98;9;145.776;1.97;1.79;2.03;0.8;0.68;0.65
Vermiculita;3;10;1;10;3.52;7;120.608;1.57;1.47;1.91;0.64;0.49;0.66
Vermiculita;3;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;12;1;8;3.34;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;14;1;9;3.71;5;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;15;1;5;2.62;7;114.892;1.26;0.72;0.79;0.48;0.27;0.35
Vermiculita;3;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;18;1;8;3.58;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;3;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4; 1;1;14;5.28;7;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4; 2;1;7;2.82;7;88.229;1.11;0.75;1.93;0.44;0.25;0.39
Vermiculita;4; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4; 4;1;9;4.31;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4; 5;1;5;2.21;6;45.646;0.75;0.44;0.58;0.26;0.15;0.17
Vermiculita;4; 6;1;9;2.72;8;59.805;0.78;0.67;0.83;0.27;0.16;0.22
Vermiculita;4; 7;1;7;3.23;8;148.473;1.52;1.15;3.46;0.6;0.39;0.79
Vermiculita;4; 8;1;5;2.58;6;146.647;1.59;0.78;2.26;0.63;0.25;0.51
Vermiculita;4; 9;1;5;2.85;5;115.511;0.82;0.78;2.16;0.31;0.23;0.49
Vermiculita;4;10;1;6;2.69;5;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;14;1;8;3.11;8;87.049;1.54;0.95;3.1;0.56;0.3;0.58
Vermiculita;4;15;1;6;NA;7;42.141;0.83;0.58;1.13;0.33;0.19;0.26
Vermiculita;4;16;1;6;2.39;8;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;17;1;5;2.44;6;40.253;0.8;0.63;0.74;0.3;0.19;0.2
Vermiculita;4;18;1;17;6.18;8;NA;NA;NA;NA;NA;NA;NA
Vermiculita;4;19;1;7;2.93;7;98.487;1.1;0.48;0.85;0.46;0.18;0.26
Vermiculita;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5; 1;1;9;3.49;6;NA;1.58;1.03;3.36;0.64;0.33;0.64
Vermiculita;5; 2;1;7;3.84;6;138.91;1.62;1.37;2.28;0.69;0.48;0.57
Vermiculita;5; 3;1;7;2.5;5;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5; 4;1;4;3.72;5;44.37;0.71;0.47;0.36;0.24;0.15;0.11
Vermiculita;5; 5;1;8;1.8;6;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5; 6;1;4.5;1.98;4;36.071;0.3;0.4;0.3;0.12;0.1;0.08
Vermiculita;5; 7;1;7;2.74;6;107.825;1.3;0.83;2.29;0.43;0.27;0.49
Vermiculita;5; 8;1;4;2.24;4;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5; 9;1;17;5.31;8;134.348;3.33;4.89;3.97;1.31;1.66;1.05
Vermiculita;5;10;1;14;4.15;9;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5;11;1;5;2.72;6;59.794;0.88;0.71;0.75;0.26;0.16;0.16
Vermiculita;5;12;1;5;3.77;7;112.163;1.78;1.19;2.52;0.61;0.36;0.57
Vermiculita;5;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5;15;1;13;3.48;6;110.999;1.4;1.27;3;0.53;0.54;0.67
Vermiculita;5;16;1;7;3.59;6;143.22;1.56;1.05;2.82;0.57;0.35;0.62
Vermiculita;5;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vermiculita;5;18;1;8;3.41;6;162.712;1.72;0.98;3.58;0.78;0.3;0.77
Vermiculita;5;19;1;5;3.2;7;116.097;1.53;0.95;2.94;0.56;0.29;0.61
Vermiculita;5;20;1;8;1.96;4;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 1;1;14;5.71;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 3;1;15;5.69;7;20.143;3.37;2.72;2.51;1.24;0.83;0.84
VermCAC 3:1;1; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 5;1;16;4.19;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 6;1;15;4.62;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 8;1;13;6.87;12;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1; 9;1;22;5.17;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;10;1;17;3.96;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;12;1;19;6.42;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;14;1;13;4.79;12;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;16;1;25;5.37;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;18;1;20;6.7;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;1;19;1;10;3.2;6;140.88;1.21;1.34;1.09;0.55;0.38;0.42
VermCAC 3:1;1;20;1;4;1.96;4;7.452;0.58;0.14;0.3;0.2;0.06;0.17
VermCAC 3:1;2; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2; 2;1;16;5.61;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2; 3;1;19;6.4;10;348.992;7.04;5.15;7.04;2.22;1.79;2.04
VermCAC 3:1;2; 4;1;9;4.26;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2; 5;1;19;4.86;10;204.17;6.19;4.7;4.23;2.52;1.66;1.22
VermCAC 3:1;2; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2; 7;1;17;4.03;11;189.748;4.24;2.65;3.57;2.51;0.93;1.47
VermCAC 3:1;2; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2; 9;1;27;5.71;13;227.143;5.78;6.45;6.82;2.63;2.12;1.78
VermCAC 3:1;2;10;1;21;5.5;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2;13;1;13;4.17;9;205.734;2.56;0.44;1.24;0.69;0.17;0.26
VermCAC 3:1;2;14;1;21;4.76;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2;15;1;12;3.97;8;189.752;2.74;1.63;NA;1.04;0.56;0.7
VermCAC 3:1;2;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;2;17;1;15;3.85;7;342.841;2.31;1.75;1.48;1.06;0.64;0.69
VermCAC 3:1;2;18;1;8;3.32;6;174.342;1.74;1.06;1.74;0.63;0.31;0.48
VermCAC 3:1;2;19;1;16;3.9;11;267.119;3.59;2.65;2.45;1.21;0.73;0.71
VermCAC 3:1;2;20;1;15;4.7;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3; 1;1;5;2.44;7;92.037;0.97;0.53;1.21;0.41;0.22;0.53
VermCAC 3:1;3; 2;1;9;3.12;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3; 3;1;15;4.87;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3; 5;1;6;2.9;5;89.037;0.96;0.84;1.16;0.28;0.36;0.41
VermCAC 3:1;3; 6;1;7;2.91;5;96.293;1.03;0.57;1.15;0.38;0.19;0.42
VermCAC 3:1;3; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3; 8;1;7;2.42;6;62.266;0.82;0.46;0.4;0.36;0.17;0.14
VermCAC 3:1;3; 9;1;9;3.22;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;14;1;23;4.81;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;16;1;6;2.75;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;3;17;1;16;6.21;11;183.27;4.21;4.97;5.36;1.67;1.83;1.77
VermCAC 3:1;3;18;1;12;2.77;7;164.772;1.45;1.11;1.43;0.65;0.39;0.46
VermCAC 3:1;3;19;1;11;2.38;6;164.405;1.62;0.83;2.45;0.68;0.31;0.77
VermCAC 3:1;3;20;1;13;3.76;8;244.4;1.91;1.52;2.53;0.72;0.54;0.86
VermCAC 3:1;4; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4; 2;1;8;2.68;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4; 3;1;5;2.45;7;41.063;0.8;0.64;0.92;0.23;0.15;0.27
VermCAC 3:1;4; 4;1;12;3.53;7;114.222;1.92;1.72;1.43;0.71;0.55;0.39
VermCAC 3:1;4; 5;1;12;3.49;9;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4; 6;1;13;3.56;8;190.712;2.26;1.84;3.38;0.77;0.58;0.76
VermCAC 3:1;4; 7;1;17;5.37;7;305.895;3.9;4.05;7.52;1.26;1.49;1.97
VermCAC 3:1;4; 8;1;18;4.98;10;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;10;1;10;3.16;8;194.872;2.51;1.18;2.59;0.97;0.38;0.62
VermCAC 3:1;4;11;1;25;4.98;12;281.968;3.56;3.87;5.88;1.3;1.39;1.32
VermCAC 3:1;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;14;1;11;5.62;5;197.538;3.03;1.72;2.73;1.08;0.54;0.63
VermCAC 3:1;4;15;1;5;4.23;10;99.412;1.63;0.62;1.23;0.51;1.18;0.36
VermCAC 3:1;4;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;17;1;4;2.38;5;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;18;1;6.5;2.65;6;92.627;1.19;1.01;2.05;0.44;0.36;0.53
VermCAC 3:1;4;19;1;16;4.61;6;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5; 1;1;23;5.26;11;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5; 2;1;5;1.96;4;62.387;0.95;0.72;0.61;0.28;0.18;0.17
VermCAC 3:1;5; 3;1;7;3.21;7;68.892;1.13;0.82;0.9;0.44;0.24;0.22
VermCAC 3:1;5; 4;1;14;4.13;10;177.618;2.41;2.78;3.31;0.9;0.88;0.9
VermCAC 3:1;5; 5;1;6;3.15;4;73.391;1.19;1.05;2.4;0.41;0.36;0.67
VermCAC 3:1;5; 6;1;5;2.23;4;52.205;0.72;0.41;0.71;0.22;0.12;0.17
VermCAC 3:1;5; 7;1;11;4.11;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5; 8;1;19;6.35;10;389.247;4.4;4.87;4.8;1.44;1.74;1.4
VermCAC 3:1;5; 9;1;18;5.9;8;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;15;1;4;2.46;4;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;17;1;3.5;2.4;9;57.949;0.63;0.8;1.64;0.29;0.22;0.39
VermCAC 3:1;5;18;1;6;3.13;7;NA;NA;NA;NA;NA;NA;NA
VermCAC 3:1;5;19;1;5.5;3.03;7;78.736;1.4;0.96;3.11;0.51;0.32;0.75
